trackName;composer;milliseconds;bytes;unitPrice;albumTitle;artistName;genreName;mediaTypeName
New Rhumba;Miles Davis;277968;9018024;5.99;The Essential Miles Davis [Disc 1];Miles Davis;Jazz;MPEG audio file
Generique;Miles Davis;168777;5437017;4.99;The Essential Miles Davis [Disc 1];Miles Davis;Jazz;MPEG audio file
Summertime;Miles Davis;200437;6461370;6.99;The Essential Miles Davis [Disc 1];Miles Davis;Jazz;MPEG audio file
So What;Miles Davis;564009;18360449;1.99;The Essential Miles Davis [Disc 1];Miles Davis;Jazz;MPEG audio file
The Pan Piper;Miles Davis;233769;7593713;0.99;The Essential Miles Davis [Disc 1];Miles Davis;Jazz;MPEG audio file
Someday My Prince Will Come;Miles Davis;544078;17890773;7.99;The Essential Miles Davis [Disc 1];Miles Davis;Jazz;MPEG audio file
My Funny Valentine (Live);Miles Davis;907520;29416781;1.99;The Essential Miles Davis [Disc 2];Miles Davis;Jazz;MPEG audio file
E.S.P.;Miles Davis;330684;11079866;0.99;The Essential Miles Davis [Disc 2];Miles Davis;Jazz;MPEG audio file
Nefertiti;Miles Davis;473495;15478450;9.99;The Essential Miles Davis [Disc 2];Miles Davis;Jazz;MPEG audio file
Petits Machins (Little Stuff);Miles Davis;487392;16131272;6.99;The Essential Miles Davis [Disc 2];Miles Davis;Jazz;MPEG audio file
Miles Runs The Voodoo Down;Miles Davis;843964;27967919;0.99;The Essential Miles Davis [Disc 2];Miles Davis;Jazz;MPEG audio file
Little Church (Live);Miles Davis;196101;6273225;4.99;The Essential Miles Davis [Disc 2];Miles Davis;Jazz;MPEG audio file
Black Satin;Miles Davis;316682;10529483;2.99;The Essential Miles Davis [Disc 2];Miles Davis;Jazz;MPEG audio file
Jean Pierre (Live);Miles Davis;243461;7955114;2.99;The Essential Miles Davis [Disc 2];Miles Davis;Jazz;MPEG audio file
Time After Time;Miles Davis;220734;7292197;6.99;The Essential Miles Davis [Disc 2];Miles Davis;Jazz;MPEG audio file
Portia;Miles Davis;378775;12520126;4.99;The Essential Miles Davis [Disc 2];Miles Davis;Jazz;MPEG audio file
Space Truckin';Blackmore/Gillan/Glover/Lord/Paice;1196094;39267613;0.99;The Final Concerts (Disc 2);Deep Purple;Rock;MPEG audio file
Going Down / Highway Star;Gillan/Glover/Lord/Nix - Blackmore/Paice;913658;29846063;6.99;The Final Concerts (Disc 2);Deep Purple;Rock;MPEG audio file
Mistreated (Alternate Version);Blackmore/Coverdale;854700;27775442;6.99;The Final Concerts (Disc 2);Deep Purple;Rock;MPEG audio file
You Fool No One (Alternate Version);Blackmore/Coverdale/Lord/Paice;763924;24887209;6.99;The Final Concerts (Disc 2);Deep Purple;Rock;MPEG audio file
Jeepers Creepers;;185965;5991903;8.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Blue Rythm Fantasy;;348212;11204006;5.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Drum Boogie;;191555;6185636;8.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Let Me Off Uptown;;187637;6034685;8.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Leave Us Leap;;182726;5898810;1.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Opus No.1;;179800;5846041;5.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Boogie Blues;;204199;6603153;4.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
How High The Moon;;201430;6529487;5.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Disc Jockey Jump;;193149;6260820;2.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Up An' Atom;;179565;5822645;4.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Bop Boogie;;189596;6093124;2.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Lemon Drop;;194089;6287531;2.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Coronation Drop;;176222;5899898;4.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Overtime;;163030;5432236;5.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Imagination;;289306;9444385;8.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Don't Take Your Love From Me;;282331;9244238;3.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Midget;;217025;7257663;9.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
I'm Coming Virginia;;280163;9209827;9.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Payin' Them Dues Blues;;198556;6536918;5.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Jungle Drums;;199627;6546063;2.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Showcase;;201560;6697510;6.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Swedish Schnapps;;191268;6359750;4.99;Up An' Atom;Gene Krupa;Jazz;MPEG audio file
Samba Da Bênção;;409965;13490008;9.99;Vinícius De Moraes - Sem Limite;Toquinho & Vinícius;Bossa Nova;MPEG audio file
Pot-Pourri N.º 4;;392437;13125975;9.99;Vinícius De Moraes - Sem Limite;Toquinho & Vinícius;Bossa Nova;MPEG audio file
Onde Anda Você;;168437;5550356;1.99;Vinícius De Moraes - Sem Limite;Toquinho & Vinícius;Bossa Nova;MPEG audio file
Samba Da Volta;;170631;5676090;6.99;Vinícius De Moraes - Sem Limite;Toquinho & Vinícius;Bossa Nova;MPEG audio file
Canto De Ossanha;;204956;6771624;7.99;Vinícius De Moraes - Sem Limite;Toquinho & Vinícius;Bossa Nova;MPEG audio file
Pot-Pourri N.º 5;;219898;7117769;1.99;Vinícius De Moraes - Sem Limite;Toquinho & Vinícius;Bossa Nova;MPEG audio file
Formosa;;137482;4560873;8.99;Vinícius De Moraes - Sem Limite;Toquinho & Vinícius;Bossa Nova;MPEG audio file
Como É Duro Trabalhar;;226168;7541177;9.99;Vinícius De Moraes - Sem Limite;Toquinho & Vinícius;Bossa Nova;MPEG audio file
Minha Namorada;;244297;7927967;5.99;Vinícius De Moraes - Sem Limite;Toquinho & Vinícius;Bossa Nova;MPEG audio file
Por Que Será;;162142;5371483;3.99;Vinícius De Moraes - Sem Limite;Toquinho & Vinícius;Bossa Nova;MPEG audio file
Berimbau;;190667;6335548;6.99;Vinícius De Moraes - Sem Limite;Toquinho & Vinícius;Bossa Nova;MPEG audio file
Deixa;;179826;5932799;5.99;Vinícius De Moraes - Sem Limite;Toquinho & Vinícius;Bossa Nova;MPEG audio file
Pot-Pourri N.º 2;;211748;6878359;1.99;Vinícius De Moraes - Sem Limite;Toquinho & Vinícius;Bossa Nova;MPEG audio file
Samba Em Prelúdio;;212636;6923473;7.99;Vinícius De Moraes - Sem Limite;Toquinho & Vinícius;Bossa Nova;MPEG audio file
Carta Ao Tom 74;;162560;5382354;7.99;Vinícius De Moraes - Sem Limite;Toquinho & Vinícius;Bossa Nova;MPEG audio file
Linha de Passe (João Bosco);;230948;7902328;7.99;Vozes do MPB;Various Artists;Latin;MPEG audio file
Pela Luz dos Olhos Teus (Miúcha e Tom Jobim);;163970;5399626;1.99;Vozes do MPB;Various Artists;Latin;MPEG audio file
Chão de Giz (Elba Ramalho);;274834;9016916;1.99;Vozes do MPB;Various Artists;Latin;MPEG audio file
Marina (Dorival Caymmi);;172643;5523628;9.99;Vozes do MPB;Various Artists;Latin;MPEG audio file
Aquarela (Toquinho);;259944;8480140;0.99;Vozes do MPB;Various Artists;Latin;MPEG audio file
Coração do Agreste (Fafá de Belém);;258194;8380320;3.99;Vozes do MPB;Various Artists;Latin;MPEG audio file
Dona (Roupa Nova);;243356;7991295;2.99;Vozes do MPB;Various Artists;Latin;MPEG audio file
Começaria Tudo Outra Vez (Maria Creuza);;206994;6851151;4.99;Vozes do MPB;Various Artists;Latin;MPEG audio file
Caçador de Mim (Sá & Guarabyra);;238341;7751360;3.99;Vozes do MPB;Various Artists;Latin;MPEG audio file
Romaria (Renato Teixeira);;244793;8033885;9.99;Vozes do MPB;Various Artists;Latin;MPEG audio file
As Rosas Não Falam (Beth Carvalho);;116767;3836641;8.99;Vozes do MPB;Various Artists;Latin;MPEG audio file
Wave (Os Cariocas);;130063;4298006;4.99;Vozes do MPB;Various Artists;Latin;MPEG audio file
Garota de Ipanema (Dick Farney);;174367;5767474;8.99;Vozes do MPB;Various Artists;Latin;MPEG audio file
Preciso Apender a Viver Só (Maysa);;143464;4642359;4.99;Vozes do MPB;Various Artists;Latin;MPEG audio file
Susie Q;Hawkins-Lewis-Broadwater;275565;9043825;3.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
I Put A Spell On You;Jay Hawkins;272091;8943000;0.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
Proud Mary;J. C. Fogerty;189022;6229590;7.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
Bad Moon Rising;J. C. Fogerty;140146;4609835;6.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
Lodi;J. C. Fogerty;191451;6260214;2.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
Green River;J. C. Fogerty;154279;5105874;7.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
Commotion;J. C. Fogerty;162899;5354252;0.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
Down On The Corner;J. C. Fogerty;164858;5521804;0.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
Fortunate Son;J. C. Fogerty;140329;4617559;9.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
Travelin' Band;J. C. Fogerty;129358;4270414;1.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
Who'll Stop The Rain;J. C. Fogerty;149394;4899579;3.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
Up Around The Bend;J. C. Fogerty;162429;5368701;5.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
Run Through The Jungle;J. C. Fogerty;186044;6156567;9.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
Lookin' Out My Back Door;J. C. Fogerty;152946;5034670;4.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
Long As I Can See The Light;J. C. Fogerty;213237;6924024;6.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
I Heard It Through The Grapevine;Whitfield-Strong;664894;21947845;4.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
Have You Ever Seen The Rain?;J. C. Fogerty;160052;5263675;5.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
Hey Tonight;J. C. Fogerty;162847;5343807;9.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
Sweet Hitch-Hiker;J. C. Fogerty;175490;5716603;5.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
Someday Never Comes;J. C. Fogerty;239360;7945235;9.99;Chronicle, Vol. 1;Creedence Clearwater Revival;Rock;MPEG audio file
Walking On The Water;J.C. Fogerty;281286;9302129;5.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
Suzie-Q, Pt. 2;J.C. Fogerty;244114;7986637;4.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
Born On The Bayou;J.C. Fogerty;316630;10361866;2.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
Good Golly Miss Molly;J.C. Fogerty;163604;5348175;4.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
Tombstone Shadow;J.C. Fogerty;218880;7209080;0.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
Wrote A Song For Everyone;J.C. Fogerty;296385;9675875;6.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
Night Time Is The Right Time;J.C. Fogerty;190119;6211173;1.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
Cotton Fields;J.C. Fogerty;178181;5919224;9.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
It Came Out Of The Sky;J.C. Fogerty;176718;5807474;5.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
Don't Look Now;J.C. Fogerty;131918;4366455;8.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
The Midnight Special;J.C. Fogerty;253596;8297482;4.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
Before You Accuse Me;J.C. Fogerty;207804;6815126;1.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
My Baby Left Me;J.C. Fogerty;140460;4633440;7.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
Pagan Baby;J.C. Fogerty;385619;12713813;0.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
(Wish I Could) Hideaway;J.C. Fogerty;228466;7432978;1.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
It's Just A Thought;J.C. Fogerty;237374;7778319;6.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
Molina;J.C. Fogerty;163239;5390811;7.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
Born To Move;J.C. Fogerty;342804;11260814;7.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
Lookin' For A Reason;J.C. Fogerty;209789;6933135;5.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
Hello Mary Lou;J.C. Fogerty;132832;4476563;3.99;Chronicle, Vol. 2;Creedence Clearwater Revival;Rock;MPEG audio file
Gatas Extraordinárias;;212506;7095702;5.99;Cássia Eller - Coleção Sem Limite [Disc 2];Cássia Eller;Latin;MPEG audio file
Brasil;;243696;7911683;1.99;Cássia Eller - Coleção Sem Limite [Disc 2];Cássia Eller;Latin;MPEG audio file
Eu Sou Neguinha (Ao Vivo);;251768;8376000;8.99;Cássia Eller - Coleção Sem Limite [Disc 2];Cássia Eller;Latin;MPEG audio file
Geração Coca-Cola (Ao Vivo);;228153;7573301;3.99;Cássia Eller - Coleção Sem Limite [Disc 2];Cássia Eller;Latin;MPEG audio file
Lanterna Dos Afogados;;204538;6714582;6.99;Cássia Eller - Coleção Sem Limite [Disc 2];Cássia Eller;Latin;MPEG audio file
Coroné Antonio Bento;;200437;6713066;1.99;Cássia Eller - Coleção Sem Limite [Disc 2];Cássia Eller;Latin;MPEG audio file
Você Passa, Eu Acho Graça (Ao Vivo);;206733;6943576;8.99;Cássia Eller - Coleção Sem Limite [Disc 2];Cássia Eller;Latin;MPEG audio file
Meu Mundo Fica Completo (Com Você);;247771;8322240;4.99;Cássia Eller - Coleção Sem Limite [Disc 2];Cássia Eller;Latin;MPEG audio file
1° De Julho;;270262;9017535;5.99;Cássia Eller - Coleção Sem Limite [Disc 2];Cássia Eller;Latin;MPEG audio file
Música Urbana 2;;194899;6383472;0.99;Cássia Eller - Coleção Sem Limite [Disc 2];Cássia Eller;Latin;MPEG audio file
Vida Bandida (Ao Vivo);;192626;6360785;0.99;Cássia Eller - Coleção Sem Limite [Disc 2];Cássia Eller;Latin;MPEG audio file
Palavras Ao Vento;;212453;7048676;3.99;Cássia Eller - Coleção Sem Limite [Disc 2];Cássia Eller;Latin;MPEG audio file
Não Sei O Que Eu Quero Da Vida;;151849;5024963;9.99;Cássia Eller - Coleção Sem Limite [Disc 2];Cássia Eller;Latin;MPEG audio file
Woman Is The Nigger Of The World (Ao Vivo);;298919;9724145;9.99;Cássia Eller - Coleção Sem Limite [Disc 2];Cássia Eller;Latin;MPEG audio file
Juventude Transviada (Ao Vivo);;278622;9183808;0.99;Cássia Eller - Coleção Sem Limite [Disc 2];Cássia Eller;Latin;MPEG audio file
Malandragem;;247588;8165048;6.99;Cássia Eller - Sem Limite [Disc 1];Cássia Eller;Latin;MPEG audio file
O Segundo Sol;;252133;8335629;1.99;Cássia Eller - Sem Limite [Disc 1];Cássia Eller;Latin;MPEG audio file
Smells Like Teen Spirit (Ao Vivo);;316865;10384506;3.99;Cássia Eller - Sem Limite [Disc 1];Cássia Eller;Latin;MPEG audio file
E.C.T.;;227500;7571834;3.99;Cássia Eller - Sem Limite [Disc 1];Cássia Eller;Latin;MPEG audio file
Todo Amor Que Houver Nesta Vida;;227160;7420347;4.99;Cássia Eller - Sem Limite [Disc 1];Cássia Eller;Latin;MPEG audio file
Metrô. Linha 743;;174654;5837495;0.99;Cássia Eller - Sem Limite [Disc 1];Cássia Eller;Latin;MPEG audio file
Nós (Ao Vivo);;193828;6498661;2.99;Cássia Eller - Sem Limite [Disc 1];Cássia Eller;Latin;MPEG audio file
Na Cadência Do Samba;;196075;6483952;1.99;Cássia Eller - Sem Limite [Disc 1];Cássia Eller;Latin;MPEG audio file
Admirável Gado Novo;;274390;9144031;0.99;Cássia Eller - Sem Limite [Disc 1];Cássia Eller;Latin;MPEG audio file
Eleanor Rigby;;189466;6303205;0.99;Cássia Eller - Sem Limite [Disc 1];Cássia Eller;Latin;MPEG audio file
Socorro;;258586;8549393;7.99;Cássia Eller - Sem Limite [Disc 1];Cássia Eller;Latin;MPEG audio file
Blues Da Piedade;;257123;8472964;3.99;Cássia Eller - Sem Limite [Disc 1];Cássia Eller;Latin;MPEG audio file
Rubens;;211853;7026317;5.99;Cássia Eller - Sem Limite [Disc 1];Cássia Eller;Latin;MPEG audio file
Não Deixe O Samba Morrer - Cassia Eller e Alcione;;268173;8936345;2.99;Cássia Eller - Sem Limite [Disc 1];Cássia Eller;Latin;MPEG audio file
Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos);;188473;6195854;3.99;Cássia Eller - Sem Limite [Disc 1];Cássia Eller;Latin;MPEG audio file
Comin' Home;Bolin/Coverdale/Paice;235781;7644604;1.99;Come Taste The Band;Deep Purple;Rock;MPEG audio file
Lady Luck;Cook/Coverdale;168202;5501379;5.99;Come Taste The Band;Deep Purple;Rock;MPEG audio file
Gettin' Tighter;Bolin/Hughes;218044;7176909;4.99;Come Taste The Band;Deep Purple;Rock;MPEG audio file
Dealer;Bolin/Coverdale;230922;7591066;6.99;Come Taste The Band;Deep Purple;Rock;MPEG audio file
I Need Love;Bolin/Coverdale;263836;8701064;1.99;Come Taste The Band;Deep Purple;Rock;MPEG audio file
Drifter;Bolin/Coverdale;242834;8001505;0.99;Come Taste The Band;Deep Purple;Rock;MPEG audio file
Love Child;Bolin/Coverdale;188160;6173806;3.99;Come Taste The Band;Deep Purple;Rock;MPEG audio file
This Time Around / Owed to 'G' [Instrumental];Bolin/Hughes/Lord;370102;11995679;6.99;Come Taste The Band;Deep Purple;Rock;MPEG audio file
You Keep On Moving;Coverdale/Hughes;319111;10447868;8.99;Come Taste The Band;Deep Purple;Rock;MPEG audio file
Speed King;Blackmore | Gillan | Glover | Lord | Paice;264385;8587578;8.99;Deep Purple In Rock;Deep Purple;Rock;MPEG audio file
Bloodsucker;Blackmore | Gillan | Glover | Lord | Paice;256261;8344405;3.99;Deep Purple In Rock;Deep Purple;Rock;MPEG audio file
Child In Time;Blackmore | Gillan | Glover | Lord | Paice;620460;20230089;3.99;Deep Purple In Rock;Deep Purple;Rock;MPEG audio file
Flight Of The Rat;Blackmore | Gillan | Glover | Lord | Paice;478302;15563967;6.99;Deep Purple In Rock;Deep Purple;Rock;MPEG audio file
Into The Fire;Blackmore | Gillan | Glover | Lord | Paice;210259;6849310;1.99;Deep Purple In Rock;Deep Purple;Rock;MPEG audio file
Living Wreck;Blackmore | Gillan | Glover | Lord | Paice;274886;8993056;1.99;Deep Purple In Rock;Deep Purple;Rock;MPEG audio file
Hard Lovin' Man;Blackmore | Gillan | Glover | Lord | Paice;431203;13931179;0.99;Deep Purple In Rock;Deep Purple;Rock;MPEG audio file
Fireball;Ritchie Blackmore | Ian Gillan | Roger Glover | Jon Lord | Ian Paice;204721;6714807;9.99;Fireball;Deep Purple;Rock;MPEG audio file
No No No;Ritchie Blackmore | Ian Gillan | Roger Glover | Jon Lord | Ian Paice;414902;13646606;4.99;Fireball;Deep Purple;Rock;MPEG audio file
Strange Kind Of Woman;Ritchie Blackmore | Ian Gillan | Roger Glover | Jon Lord | Ian Paice;247092;8072036;8.99;Fireball;Deep Purple;Rock;MPEG audio file
Anyone's Daughter;Ritchie Blackmore | Ian Gillan | Roger Glover | Jon Lord | Ian Paice;284682;9354480;5.99;Fireball;Deep Purple;Rock;MPEG audio file
The Mule;Ritchie Blackmore | Ian Gillan | Roger Glover | Jon Lord | Ian Paice;322063;10638390;1.99;Fireball;Deep Purple;Rock;MPEG audio file
Fools;Ritchie Blackmore | Ian Gillan | Roger Glover | Jon Lord | Ian Paice;500427;16279366;5.99;Fireball;Deep Purple;Rock;MPEG audio file
No One Came;Ritchie Blackmore | Ian Gillan | Roger Glover | Jon Lord | Ian Paice;385880;12643813;4.99;Fireball;Deep Purple;Rock;MPEG audio file
Knocking At Your Back Door;Richie Blackmore | Ian Gillian | Roger Glover;424829;13779332;6.99;Knocking at Your Back Door: The Best Of Deep Purple in the 80's;Deep Purple;Rock;MPEG audio file
Bad Attitude;Richie Blackmore | Ian Gillian | Roger Glover | Jon Lord;307905;10035180;8.99;Knocking at Your Back Door: The Best Of Deep Purple in the 80's;Deep Purple;Rock;MPEG audio file
Child In Time (Son Of Aleric - Instrumental);Richie Blackmore | Ian Gillian | Roger Glover | Jon Lord | Ian Paice;602880;19712753;8.99;Knocking at Your Back Door: The Best Of Deep Purple in the 80's;Deep Purple;Rock;MPEG audio file
Nobody's Home;Richie Blackmore | Ian Gillian | Roger Glover | Jon Lord | Ian Paice;243017;7929493;4.99;Knocking at Your Back Door: The Best Of Deep Purple in the 80's;Deep Purple;Rock;MPEG audio file
Black Night;Richie Blackmore | Ian Gillian | Roger Glover | Jon Lord | Ian Paice;368770;12058906;1.99;Knocking at Your Back Door: The Best Of Deep Purple in the 80's;Deep Purple;Rock;MPEG audio file
Perfect Strangers;Richie Blackmore | Ian Gillian | Roger Glover;321149;10445353;4.99;Knocking at Your Back Door: The Best Of Deep Purple in the 80's;Deep Purple;Rock;MPEG audio file
The Unwritten Law;Richie Blackmore | Ian Gillian | Roger Glover | Ian Paice;295053;9740361;2.99;Knocking at Your Back Door: The Best Of Deep Purple in the 80's;Deep Purple;Rock;MPEG audio file
Call Of The Wild;Richie Blackmore | Ian Gillian | Roger Glover | Jon Lord;293851;9575295;3.99;Knocking at Your Back Door: The Best Of Deep Purple in the 80's;Deep Purple;Rock;MPEG audio file
Hush;South;213054;6944928;6.99;Knocking at Your Back Door: The Best Of Deep Purple in the 80's;Deep Purple;Rock;MPEG audio file
Smoke On The Water;Richie Blackmore | Ian Gillian | Roger Glover | Jon Lord | Ian Paice;464378;15180849;0.99;Knocking at Your Back Door: The Best Of Deep Purple in the 80's;Deep Purple;Rock;MPEG audio file
Space Trucking;Richie Blackmore | Ian Gillian | Roger Glover | Jon Lord | Ian Paice;341185;11122183;1.99;Knocking at Your Back Door: The Best Of Deep Purple in the 80's;Deep Purple;Rock;MPEG audio file
Highway Star;Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover;368770;12012452;6.99;Machine Head;Deep Purple;Rock;MPEG audio file
Maybe I'm A Leo;Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover;290455;9502646;4.99;Machine Head;Deep Purple;Rock;MPEG audio file
Pictures Of Home;Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover;303777;9903835;1.99;Machine Head;Deep Purple;Rock;MPEG audio file
Never Before;Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover;239830;7832790;7.99;Machine Head;Deep Purple;Rock;MPEG audio file
Smoke On The Water;Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover;340871;11246496;2.99;Machine Head;Deep Purple;Rock;MPEG audio file
Lazy;Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover;442096;14397671;6.99;Machine Head;Deep Purple;Rock;MPEG audio file
Space Truckin';Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover;272796;8981030;0.99;Machine Head;Deep Purple;Rock;MPEG audio file
Vavoom : Ted The Mechanic;Ian Gillan | Roger Glover | Jon Lord | Steve Morse | Ian Paice;257384;8510755;8.99;Purpendicular;Deep Purple;Rock;MPEG audio file
Loosen My Strings;Ian Gillan | Roger Glover | Jon Lord | Steve Morse | Ian Paice;359680;11702232;1.99;Purpendicular;Deep Purple;Rock;MPEG audio file
Soon Forgotten;Ian Gillan | Roger Glover | Jon Lord | Steve Morse | Ian Paice;287791;9401383;3.99;Purpendicular;Deep Purple;Rock;MPEG audio file
Sometimes I Feel Like Screaming;Ian Gillan | Roger Glover | Jon Lord | Steve Morse | Ian Paice;451840;14789410;9.99;Purpendicular;Deep Purple;Rock;MPEG audio file
Cascades : I'm Not Your Lover;Ian Gillan | Roger Glover | Jon Lord | Steve Morse | Ian Paice;283689;9209693;0.99;Purpendicular;Deep Purple;Rock;MPEG audio file
The Aviator;Ian Gillan | Roger Glover | Jon Lord | Steve Morse | Ian Paice;320992;10532053;8.99;Purpendicular;Deep Purple;Rock;MPEG audio file
Rosa's Cantina;Ian Gillan | Roger Glover | Jon Lord | Steve Morse | Ian Paice;312372;10323804;6.99;Purpendicular;Deep Purple;Rock;MPEG audio file
A Castle Full Of Rascals;Ian Gillan | Roger Glover | Jon Lord | Steve Morse | Ian Paice;311693;10159566;7.99;Purpendicular;Deep Purple;Rock;MPEG audio file
A Touch Away;Ian Gillan | Roger Glover | Jon Lord | Steve Morse | Ian Paice;276323;9098561;5.99;Purpendicular;Deep Purple;Rock;MPEG audio file
Hey Cisco;Ian Gillan | Roger Glover | Jon Lord | Steve Morse | Ian Paice;354089;11600029;4.99;Purpendicular;Deep Purple;Rock;MPEG audio file
Somebody Stole My Guitar;Ian Gillan | Roger Glover | Jon Lord | Steve Morse | Ian Paice;249443;8180421;9.99;Purpendicular;Deep Purple;Rock;MPEG audio file
The Purpendicular Waltz;Ian Gillan | Roger Glover | Jon Lord | Steve Morse | Ian Paice;283924;9299131;8.99;Purpendicular;Deep Purple;Rock;MPEG audio file
King Of Dreams;Blackmore | Glover | Turner;328385;10733847;3.99;Slaves And Masters;Deep Purple;Rock;MPEG audio file
The Cut Runs Deep;Blackmore | Glover | Turner | Lord | Paice;342752;11191650;8.99;Slaves And Masters;Deep Purple;Rock;MPEG audio file
Fire In The Basement;Blackmore | Glover | Turner | Lord | Paice;283977;9267550;4.99;Slaves And Masters;Deep Purple;Rock;MPEG audio file
Truth Hurts;Blackmore | Glover | Turner;314827;10224612;7.99;Slaves And Masters;Deep Purple;Rock;MPEG audio file
Breakfast In Bed;Blackmore | Glover | Turner;317126;10323804;6.99;Slaves And Masters;Deep Purple;Rock;MPEG audio file
Love Conquers All;Blackmore | Glover | Turner;227186;7328516;1.99;Slaves And Masters;Deep Purple;Rock;MPEG audio file
Fortuneteller;Blackmore | Glover | Turner | Lord | Paice;349335;11369671;7.99;Slaves And Masters;Deep Purple;Rock;MPEG audio file
Too Much Is Not Enough;Turner | Held | Greenwood;257724;8382800;8.99;Slaves And Masters;Deep Purple;Rock;MPEG audio file
Wicked Ways;Blackmore | Glover | Turner | Lord | Paice;393691;12826582;0.99;Slaves And Masters;Deep Purple;Rock;MPEG audio file
